"shapeid","x","y","id","name" 
"3930","-103.3801617","20.742123","1952787514","NULL"
"3931","-103.3806874","20.7420628","1952787516","NULL"
"3932","-103.3794351","20.7412642","1952800186","NULL"
"3933","-103.3807939","20.7417181","1952800189","NULL"
"3934","-103.3797352","20.7416103","1952800193","Puerta Emergencia"
"3935","-103.3795314","20.7415602","1952800197","Puerta Emergencia"
"3936","-103.3808247","20.7411716","1952814470","Fuente central"
"3937","-103.3812906","20.7421973","1952817363","Puerta de Emergencia"
"3938","-103.3809215","20.7428926","1952883053","NULL"
"3939","-103.3810878","20.7416886","1952908220","Oasis"
"3940","-103.382213","20.7414484","1952914473","NULL"
"3941","-103.3819585","20.7406758","1952927492","dulceria"
"3942","-103.3785034","20.7436975","1952942647","NULL"
"3943","-103.3821638","20.741526","1952957594","Bebedero"
"3944","-103.3820306","20.7404489","1952957598","Bote de Basura"
"3945","-103.3821535","20.7404718","1952957600","Bote de Basura"
"3946","-103.3822875","20.7405039","1952957602","Bote de Basura"
"3947","-103.3823927","20.7405327","1952957604","Bote de Basura"
"3948","-103.3815938","20.740586","1952957605","Bote de Basura"
"3949","-103.3817008","20.740608","1952957606","Bote de Basura"
"3950","-103.3815248","20.7406283","1952957610","Bote de Basura"
"3951","-103.3818432","20.7406443","1952957611","Bote de Basura"
"3952","-103.3821041","20.7407049","1952957612","Bote de Basura"
"3953","-103.3822078","20.740729","1952957613","Bote de Basura"
"3954","-103.3823384","20.7407653","1952957614","Bote de Basura"
"3955","-103.3815338","20.7408324","1952957615","Bote de Basura"
"3956","-103.3816679","20.7408621","1952957617","Bote de Basura"
"3957","-103.3813962","20.7408687","1952957619","Bote de Basura"
"3958","-103.3818064","20.7408955","1952957620","Bote de Basura"
"3959","-103.3820209","20.7409507","1952957624","Bote de Basura"
"3960","-103.3818749","20.7409699","1952957625","Bote de Basura"
"3961","-103.3821267","20.7409732","1952957627","Bote de Basura"
"3962","-103.3812915","20.7413186","1952957628","Bote de Basura"
"3963","-103.3813404","20.741359","1952957629","Bote de Basura"
"3964","-103.3815232","20.7414007","1952957630","Bote de Basura"
"3965","-103.3817652","20.74145","1952957631","Bote de Basura"
"3966","-103.3820233","20.7415083","1952957633","Bote de Basura"
"3967","-103.3818939","20.741481","1952957635","Bote de Basura"
"3968","-103.3812197","20.741543","1952957636","Bote de Basura"
"3969","-103.3817103","20.741598","1952957639","Bote de Basura"
"3970","-103.381204","20.7416415","1952957641","Bote de Basura"
"3971","-103.3821173","20.7416926","1952957642","Bote de Basura"
"3972","-103.381168","20.7417245","1952957644","Bote de Basura"
"3973","-103.3816326","20.7417345","1952957645","Bote de Basura"
"3974","-103.3820629","20.7418293","1952957646","Bote de Basura"
"3975","-103.381148","20.741862","1952957647","Bote de Basura"
"3976","-103.381368","20.7419027","1952957648","Bote de Basura"
"3977","-103.381602","20.7419577","1952957649","Bote de Basura"
"3978","-103.3820137","20.7420347","1952957650","Bote de Basura"
"3979","-103.3804056","20.7395802","1953732628","Control Escolar"
"3980","-103.3798641","20.7397599","1953735200","Dep. de Politicas Publicas"
"3981","-103.381425","20.7410859","1953740393","bote de basura"
"3982","-103.3803038","20.739873","1953740589","Inst. De Investigacion en Politicas Publicas y Gobierno"
"3983","-103.3804994","20.7399215","1953740962","Oficinas B 209"
"3984","-103.3815782","20.7411261","1953740972","bote de basura"
"3985","-103.3798561","20.7397974","1953742237","B 301"
"3986","-103.3819376","20.7412016","1953742261","bote de basura"
"3987","-103.3820172","20.7412434","1953742263","bote de basura"
"3988","-103.3817445","20.7411363","1953742266","bote de basura"
"3989","-103.3821492","20.7412471","1953742788","bote de basura"
"3990","-103.3799605","20.7398254","1953743602","B 302 A"
"3991","-103.3800153","20.739838","1953745039","B 303"
"3992","-103.3800609","20.7398496","1953745614","B 304"
"3993","-103.3801055","20.7398614","1953746149","B 305"
"3994","-103.3817795","20.7411815","1953747075","telefono publico"
"3995","-103.3819434","20.7409287","1953747077","telefono publico"
"3996","-103.3820316","20.7406889","1953748585","NULL"
"3997","-103.3803333","20.739918","1953749012","B306 D"
"3998","-103.380387","20.7399307","1953749276","Control Para la Calidad E innovacion de La Educacion Superior (CCIES)"
"3999","-103.3804969","20.7399582","1953749689","Coordinacion de sistemas y Gestion Y Economia Ambiental"
"4000","-103.3823768","20.7412516","1953766389","NULL"
"4001","-103.382409","20.7409158","1953766390","NULL"
"4002","-103.3824787","20.7406847","1953766391","NULL"
"4003","-103.3823661","20.7410259","1953766392","NULL"
"4004","-103.3798045","20.7399666","1953779929","C 101"
"4005","-103.3800572","20.7400266","1953782894","C 106"
"4006","-103.3800061","20.7400141","1953783318","C 105"
"4007","-103.3799534","20.74","1953783649","C 104"
"4008","-103.3798488","20.7399754","1953784908","C 102"
"4009","-103.3798998","20.7399891","1953786064","C 103"
"4010","-103.3801268","20.7400433","1953786595","Proulex 1"
"4011","-103.3801825","20.7400564","1953786944","Proulex 2"
"4012","-103.3802377","20.7400704","1953787248","Proulex 3"
"4013","-103.3802909","20.7400825","1953787636","Proulex 4"
"4014","-103.3803485","20.7400966","1953787816","Proulex 5"
"4015","-103.3803997","20.7401095","1953788583","Proulex 6"
"4016","-103.3804459","20.7401222","1953789110","Proulex 7"
"4017","-103.3798088","20.7400063","1953790307","C 201"
"4018","-103.3798678","20.7400202","1953790850","C 202"
"4019","-103.3799388","20.7400369","1953791358","C 203"
"4020","-103.3800061","20.740058","1953791695","C 204"
"4021","-103.380138","20.7400889","1953792588","C 206"
"4022","-103.3801973","20.7401044","1953792799","C 207"
"4023","-103.3802695","20.7401191","1953793619","C 208"
"4024","-103.3803479","20.7401371","1953794237","C 209"
"4025","-103.3804381","20.740159","1953794508","C 210"
"4026","-103.3797986","20.7400433","1953795400","C 301"
"4027","-103.3798624","20.7400582","1953795613","C 302"
"4028","-103.3799363","20.7400762","1953795946","C 303"
"4029","-103.3799953","20.7400904","1953796209","C 304"
"4030","-103.3800731","20.7401119","1953796556","Bodega"
"4031","-103.3801329","20.7401244","1953797068","C 306"
"4032","-103.3801956","20.7401392","1953797512","C 307"
"4033","-103.3802677","20.7401565","1953798528","C 308"
"4034","-103.380344","20.7401751","1953799078","C 309"
"4035","-103.3804304","20.7401947","1953799486","C 310"
"4036","-103.381214","20.7421635","1953835487","Bote de Basura"
"4037","-103.3324119","20.667021","1954979475","NULL"
"4038","-103.3805069","20.7400881","1955869693","NULL"
"4039","-103.3807602","20.7401298","1955869694","NULL"
"4040","-103.3806407","20.7401449","1955869695","NULL"
"4041","-103.3809921","20.7401882","1955869696","NULL"
"4042","-103.3808636","20.7402066","1955869697","NULL"
"4043","-103.3812221","20.7402516","1955869698","NULL"
"4044","-103.381083","20.740265","1955869699","NULL"
"4045","-103.381454","20.7403167","1955869700","NULL"
"4046","-103.3812917","20.7403217","1955869701","NULL"
"4047","-103.380432","20.7404418","1955869702","NULL"
"4048","-103.3803606","20.7407137","1955869703","NULL"
"4049","-103.3803214","20.7408354","1955869704","NULL"
"4050","-103.380325","20.7409656","1955869705","NULL"
"4051","-103.3807958","20.7410006","1955869706","NULL"
"4052","-103.3803078","20.741017","1955869707","NULL"
"4053","-103.3810616","20.7410673","1955869708","NULL"
"4054","-103.3807209","20.7410806","1955869709","NULL"
"4055","-103.3809849","20.7411257","1955869712","NULL"
"4056","-103.3802804","20.7411357","1955869714","NULL"
"4057","-103.3809528","20.7411724","1955869717","NULL"
"4058","-103.3804462","20.7412341","1955869720","NULL"
"4059","-103.380671","20.7412425","1955869722","NULL"
"4060","-103.3806942","20.7412825","1955869724","NULL"
"4061","-103.381318","20.7412895","1955869725","NULL"
"4062","-103.3809082","20.7412992","1955869726","NULL"
"4063","-103.3808779","20.7413095","1955869727","NULL"
"4064","-103.3807923","20.7414443","1955869728","NULL"
"4065","-103.3804406","20.7414834","1955869729","NULL"
"4066","-103.3801921","20.7415152","1955869730","NULL"
"4067","-103.3809551","20.7415494","1955869731","NULL"
"4068","-103.3804191","20.7415565","1955869732","NULL"
"4069","-103.380898","20.7416091","1955869733","NULL"
"4070","-103.3804027","20.7416143","1955869734","NULL"
"4071","-103.3803986","20.7416339","1955869735","NULL"
"4072","-103.380549","20.7416909","1955869736","NULL"
"4073","-103.380824","20.7417546","1955869737","NULL"
"4074","-103.3917083","20.535397","1955875439","NULL"
"4075","-103.3920983","20.535439","1955875441","NULL"
"4076","-103.3924892","20.5354811","1955875442","NULL"
"4077","-103.3928801","20.5355231","1955875443","NULL"
"4078","-103.3932768","20.5355658","1955875444","NULL"
"4079","-103.3936712","20.5356083","1955875445","NULL"
"4080","-103.3940484","20.5356489","1955875446","NULL"
"4081","-103.3944393","20.5356909","1955875447","NULL"
"4082","-103.379817","20.7412694","1955924375","NULL"
"4083","-103.3798386","20.7412937","1955924376","NULL"
"4084","-103.379957","20.7413845","1955924377","NULL"
"4085","-103.3801177","20.7417207","1955924379","NULL"
"4086","-103.381041","20.742049","1955924380","NULL"
"4087","-103.3790967","20.739975","1956166669","administración y Cordinación"
"4088","-103.3826785","20.7403966","1956166674","Dpto. de contaduría"
"4089","-103.3814384","20.7397999","1956166679","Administración y Cordinación"
"4090","-103.3780404","20.7413012","1956182229","Etrada de vehiculos Parres Arias"
"4091","-103.3794986","20.7401487","1956192737","NULL"
"4092","-103.4455665","20.6825615","1956423732","Santander"
"4093","-103.4455643","20.682486","1956425052","Santander"
"4094","-103.445376","20.682485","1956429257","Farmacia Guadalajara"
"4095","-103.4450984","20.6822755","1956429260","Oxxo"
"4096","-103.4456349","20.6828413","1956430973","Pizzería Prima Luce"
"4097","-103.3015137","20.7198767","1957453452","NULL"
"4098","-103.293255","20.7217322","1957453468","NULL"
"4099","-103.3816766","20.7403573","1965190808","Bote de Basura"
"4100","-103.3817815","20.7403842","1965190812","Bote de Basura"
"4101","-103.3818919","20.7404157","1965190814","Bote de Basura"
"4102","-103.3297151","20.6584717","1967746656","NULL"
"4103","-103.3330272","20.6652446","1967746660","NULL"
"4104","-103.3329831","20.6653717","1967746661","NULL"
"4105","-103.2666822","20.6639979","1967781942","NULL"
"4106","-103.2652331","20.6642475","1967781944","NULL"
"4107","-103.2663","20.6647569","1967781948","NULL"
"4108","-103.2654541","20.6661888","1967781956","NULL"
"4109","-103.265607","20.6661513","1967781957","NULL"
"4110","-103.2626623","20.6719142","1967781972","NULL"
"4111","-103.2950954","20.7070275","1967781997","NULL"
"4112","-103.2970069","20.7123596","1967782049","NULL"
"4113","-103.2896096","20.7199778","1967782055","NULL"
"4114","-103.4324763","20.6934997","1969377242","NULL"
"4115","-103.4324184","20.694432","1969377370","NULL"
"4116","-103.4368091","20.6974693","1969377758","NULL"
"4117","-103.4359345","20.6976766","1969377770","NULL"
"4118","-103.4362934","20.6978789","1969377788","NULL"
"4119","-103.4747512","20.7118164","1969377900","NULL"
"4120","-103.4746404","20.7124035","1969377912","NULL"
"4121","-103.4744774","20.7132323","1969377944","NULL"
"4122","-103.3665285","20.7217648","1970658564","NULL"
"4123","-103.3664965","20.7220966","1970658581","NULL"
"4124","-103.3664338","20.7222456","1970658590","NULL"
"4125","-103.3658477","20.7234211","1970748373","NULL"
"4126","-103.4213898","20.7060452","1971233727","NULL"
"4127","-103.4173541","20.7064574","1971233755","NULL"
"4128","-103.4165572","20.7082829","1971233946","NULL"
"4129","-103.3773782","20.7287675","1972594779","Mad Dogs MMA"
"4130","-103.4001495","20.7177977","1973010236","NULL"
"4131","-103.3984693","20.7195032","1973010245","NULL"
"4132","-103.3551488","20.7382809","1973325773","NULL"
"4133","-103.347478","20.7440281","1973325851","NULL"
"4134","-103.3469884","20.7443112","1973325856","NULL"
"4135","-103.3650647","20.7146344","1975822997","NULL"
"4136","-103.4283608","20.7253187","1975823051","NULL"
"4137","-103.3569244","20.7209946","1975947194","NULL"
"4138","-103.3572693","20.7212557","1975947198","NULL"
"4139","-103.3540168","20.7215199","1975947201","NULL"
"4140","-103.3546847","20.7215962","1975947205","NULL"
"4141","-103.3545565","20.7222529","1975947213","NULL"
"4142","-103.337789","20.7276587","1975947236","NULL"
"4143","-103.3552667","20.734794","1975947348","NULL"
"4144","-103.3551931","20.7350715","1975947374","NULL"
"4145","-103.3544479","20.7350778","1975947376","NULL"
"4146","-103.3547433","20.7351334","1975947382","NULL"
"4147","-103.3554299","20.7353005","1975947385","NULL"
"4148","-103.3436654","20.7353513","1975947400","NULL"
"4149","-103.344206","20.7353627","1975947403","NULL"
"4150","-103.3432112","20.7354333","1975947419","NULL"
"4151","-103.355687","20.7354796","1975947420","NULL"
"4152","-103.3546331","20.7356597","1975947427","NULL"
"4153","-103.4332977","20.6950493","1977272210","NULL"
"4154","-103.4455989","20.7224897","1977432008","NULL"
"4155","-103.4478672","20.7225356","1977432015","NULL"
"4156","-103.4447603","20.7239958","1977432316","NULL"
"4157","-103.4456978","20.7243543","1977432345","NULL"
"4158","-103.4447349","20.7246967","1977432396","Calle Coto Florencia"
"4159","-103.4456608","20.7249031","1977432462","NULL"
"4160","-103.4453191","20.7253739","1977432478","NULL"
"4161","-103.4455842","20.7254276","1977432495","NULL"
"4162","-103.4452944","20.7259206","1977432525","NULL"
"4163","-103.4125654","20.7049708","1978981193","NULL"
"4164","-103.4120539","20.7088001","1981472081","El Palacio de Hierro"
"4165","-103.3869664","20.7000192","1986167425","NULL"
"4166","-103.3871496","20.700167","1986167428","NULL"
"4167","-103.385134","20.7017034","1986167444","NULL"
"4168","-103.3850974","20.7017227","1986167445","NULL"
"4169","-103.4368222","20.7711739","1993112769","NULL"
"4170","-103.4422756","20.7713529","1993112770","NULL"
"4171","-103.4478547","20.7716137","1993112771","NULL"
"4172","-103.4504474","20.7716904","1993112772","NULL"
"4173","-103.4533026","20.7718285","1993112773","NULL"
"4174","-103.4562016","20.7719359","1993112774","NULL"
"4175","-103.4619011","20.7720944","1993112775","NULL"
"4176","-103.4647891","20.7722069","1993112776","NULL"
"4177","-103.4677811","20.7723143","1993112777","NULL"
"4178","-103.47068","20.7724524","1993112778","NULL"
"4179","-103.465094","20.7725857","1993112779","NULL"
"4180","-103.467995","20.7726925","1993112780","NULL"
"4181","-103.473032","20.7734344","1993112781","NULL"
"4182","-103.4739004","20.7743139","1993112782","NULL"
"4183","-103.4756302","20.7745288","1993112783","NULL"
"4184","-103.4763342","20.7753362","1993112784","NULL"
"4185","-103.4781025","20.7755721","1993112785","NULL"
"4186","-103.4790352","20.7764708","1993112787","NULL"
"4187","-103.4807717","20.7767125","1993112788","NULL"
"4188","-103.4816778","20.7775808","1993112789","NULL"
"4189","-103.3796735","20.7402137","1993137278","escaleras"
"4190","-103.379683","20.740258","1993137279","escaleras"
"4191","-103.3804101","20.7404375","1993137280","escaleras"
"4192","-103.3450277","20.7311569","1993165038","France Look Saloon"
"4193","-103.3887916","20.7398704","1994923716","NULL"
"4194","-103.4302239","20.6764901","1998073545","Liverpool"
"4195","-103.1388192","20.6045729","1999582894","Caseta de Cobro LA JOYA Km 19 + 000"
"4196","-103.3165818","20.7210244","2004966648","NULL"
"4197","-103.3176672","20.7209284","2004966649","NULL"
"4198","-103.2455756","20.6833715","2005884834","NULL"
"4199","-103.335301","20.6869928","2005884852","NULL"
"4200","-103.3354954","20.6870916","2005884853","NULL"
"4201","-103.3347281","20.6880385","2005884854","NULL"
"4202","-103.2970502","20.7126238","2005884860","NULL"
"4203","-103.3821792","20.7411422","2014204985","Escaleras"
"4204","-103.3813857","20.7412219","2014204998","Escaleras"
"4205","-103.3812456","20.7417313","2014205011","NULL"
"4206","-103.3819625","20.7418641","2014205030","NULL"
"4207","-103.381947","20.7419031","2014205040","NULL"
"4208","-103.3811779","20.7419799","2014205047","NULL"
"4209","-103.3818873","20.7421508","2014205063","NULL"
"4210","-103.3816295","20.7404874","2015370225","Escaleras"
"4211","-103.3823353","20.7406072","2015370234","Escaleras"
"4212","-103.3823236","20.7406568","2015370253","Escaleras"
"4213","-103.3815584","20.7407415","2015370257","Escaleras"
"4214","-103.3822626","20.7408669","2015370260","Escaleras"
"4215","-103.3822477","20.7409045","2015370264","Escaleras"
"4216","-103.4133352","20.7114336","2015863244","NULL"
"4217","-103.4155955","20.7159641","2015863327","NULL"
"4218","-103.4125855","20.716014","2015863329","NULL"
"4219","-103.413905","20.7161343","2015863331","NULL"
"4220","-103.3804798","20.7395989","2025235127","Control Escolar"
"4221","-103.3798863","20.7394646","2025761166","NULL"
"4222","-103.3799028","20.7395248","2025761168","NULL"
"4223","-103.3797549","20.7410016","2025829021","Aula Cocina"
"4224","-103.3800806","20.740079","2025829025","C 205"
"4225","-103.3799266","20.7410429","2025829029","Cocina Restaurante CUCEA"
"4226","-103.3801874","20.7411058","2025829033","Comision de Evaluacion Academica"
"4227","-103.3800197","20.7405427","2025829037","E 105"
"4228","-103.3798845","20.7406922","2025829042","Escaleras"
"4229","-103.3799313","20.7407019","2025829045","Escaleras"
"4230","-103.3798618","20.7410273","2025829049","G 106"
"4231","-103.3798837","20.7410764","2025829050","G 204 (Baños Maestros)"
"4232","-103.3799402","20.7410884","2025829051","G 205 (Baños Maestros)"
"4233","-103.3798839","20.7411226","2025829055","G 304 (Baños Maestros)"
"4234","-103.3799535","20.7411404","2025829059","G 305 (Baños Maestros)"
"4235","-103.3801671","20.741196","2025829069","G 30X"
"4236","-103.3801247","20.7411852","2025829073","G 30X"
"4237","-103.380112","20.7410897","2025829077","Oficina Restaurante CUCEA"
"4238","-103.3795557","20.740953","2025829081","Salon Computo"
"4239","-103.3797417","20.739961","2025829088","escaleras "
"4240","-103.3797614","20.7400148","2025829092","escaleras "
"4241","-103.3801648","20.7397741","2025829110","NULL"
"4242","-103.3794784","20.7410039","2025829131","NULL"
"4243","-103.3801963","20.7411808","2025829134","NULL"
"4244","-103.3803297","20.7398318","2028602090","B 108"
"4245","-103.3798999","20.7398091","2028602096","B 302"
"4246","-103.3802307","20.7398922","2028602097","B 306 B"
"4247","-103.3802821","20.7399051","2028602098","B 306 C"
"4248","-103.3804424","20.7399446","2028602099","B 307 A"
"4249","-103.379917","20.7397744","2028602100","Dep. de Politicas Publicas"
"4250","-103.3801777","20.7398785","2028602101","Reforma Curricular"
"4251","-103.3799931","20.7397957","2028602109","oficina B 203"
"4252","-103.3800612","20.7398134","2028602110","oficinas B 204"
"4253","-103.3801173","20.7398259","2028602111","oficinas B 205"
"4254","-103.3802045","20.7398479","2028602112","oficinas B 206"
"4255","-103.3804016","20.7398968","2028602113","oficinas B 208"
"4256","-103.3798233","20.73971","2029432056","NULL"
"4257","-103.3801685","20.7397023","2029432058","NULL"
"4258","-103.3802056","20.7397112","2029432060","NULL"
"4259","-103.3798283","20.7397706","2029432061","NULL"
"4260","-103.3800198","20.7401941","2029432069","NULL"
"4261","-103.3800758","20.740208","2029432071","NULL"
"4262","-103.3816546","20.7417925","2029459425","salon"
"4263","-103.381643","20.7418291","2029459426","salon"
"4264","-103.380636","20.7396532","2038726562","NULL"
"4265","-103.3806097","20.7397017","2038726565","NULL"
"4266","-103.3805768","20.7399045","2038726567","NULL"
"4267","-103.3805418","20.7399475","2038726570","NULL"
"4268","-103.3805023","20.740149","2038726573","NULL"
"4269","-103.3804687","20.740192","2038726576","NULL"
"4270","-103.3819342","20.7406574","2038728077","Escaleras"
"4271","-103.3819929","20.7406688","2038728078","Escaleras"
"4272","-103.3817971","20.7411407","2038728079","Escaleras"
"4273","-103.381864","20.7411537","2038728080","Escaleras"
"4274","-103.3884951","20.6662598","2041139749","Vinos América"
"4275","-103.3888273","20.6662918","2041149505","Banorte"
"4276","-103.3857596","20.6664308","2041156417","Banamex"
"4277","-103.3858644","20.6649559","2041160224","Car Wash"
"4278","-103.3816468","20.7409786","2041294560","J 203"
"4279","-103.381759","20.7415445","2041294561","L 206"
"4280","-103.3689045","20.6735412","2065122403","Starbucks Chapultepec"
"4281","-103.4164382","20.6113079","2103749375","Subway"
"4282","-103.4162","20.6121393","2103751223","Oxxo"
"4283","-103.4084216","20.636532","2103759747","HP Montemorelos"
"4284","-103.3487026","20.6845552","2103783889","Oxxo"
"4285","-103.3474795","20.6816092","2103783892","NULL"
"4286","-103.3476244","20.6840608","2103783895","NULL"
"4287","-103.2667131","20.6138697","2111024754","NULL"
"4288","-103.446364","20.5867686","2121596713","Sirloin Stockade"
"4289","-103.4468146","20.5861308","2121597307","Peter Piper Pizza"
"4290","-103.4710457","20.6138792","2121616426","Bugambilias Club"
"4291","-103.3405321","20.6759509","2128357830","NULL"
"4292","-103.361296","20.6437677","2136831978","NULL"
"4293","-103.3612148","20.6438407","2136831979","NULL"
"4294","-103.361283","20.6438666","2136831980","NULL"
"4295","-103.4199583","20.7204872","2141582657","NULL"
"4296","-103.393158","20.6719889","2141964842","NULL"
"4297","-103.3945436","20.6725136","2141964851","NULL"
"4298","-103.3958801","20.6730194","2141964854","NULL"
"4299","-103.396396","20.6732147","2141964857","NULL"
"4300","-103.3535632","20.6527945","2143415924","NULL"
"4301","-103.3780294","20.7412504","2145687147","Entrada Peatonal Parrea A."
"4302","-103.4798261","20.5594753","2148653402","NULL"
"4303","-103.3393495","20.7412347","2208906901","NULL"
"4304","-103.4297932","20.6950951","2209061897","NULL"
"4305","-103.2251432","20.6703667","2215522471","NULL"
"4306","-103.2250097","20.6702658","2215522476","NULL"
"4307","-103.351259","20.6935048","2217364030","departamento de geografia"
"4308","-103.3625731","20.6772597","2225783939","NULL"
"4309","-103.249227","20.6849471","2240775475","NULL"
"4310","-103.2488681","20.6849847","2240775476","NULL"
"4311","-103.2485219","20.6850766","2240775483","NULL"
"4312","-103.2481478","20.685092","2240775486","NULL"
"4313","-103.200169","20.6250549","2245577473","NULL"
"4314","-103.2001725","20.6254969","2245577527","NULL"
"4315","-103.1998665","20.6225729","2245577538","NULL"
"4316","-103.1987912","20.6266429","2245577596","NULL"
"4317","-103.3335957","20.6765709","2264916970","NULL"
"4318","-103.3333035","20.6774939","2264916973","NULL"
"4319","-103.3303881","20.6827798","2264916981","NULL"
"4320","-103.4257817","20.670226","2271372894","NULL"
"4321","-103.4220461","20.6764439","2271375032","NULL"
"4322","-103.4216232","20.6783156","2271375033","NULL"
"4323","-103.4221552","20.678908","2271375409","NULL"
"4324","-103.4244926","20.6691602","2271379467","NULL"
"4325","-103.4243768","20.6684924","2271379468","NULL"
"4326","-103.4090755","20.6650645","2271380463","NULL"
"4327","-103.445295","20.6591071","2271386524","G-12"
"4328","-103.4304411","20.6610846","2271386526","NULL"
"4329","-103.4397919","20.6587044","2271386527","G13"
"4330","-103.4241643","20.6621351","2271386889","G16"
"4331","-103.4028439","20.6662476","2271388010","NULL"
"4332","-103.403084","20.6663831","2271388011","NULL"
"4333","-103.4023705","20.6662965","2271388012","NULL"
"4334","-103.4022565","20.6663304","2271388013","NULL"
"4335","-103.4022525","20.6664383","2271388014","NULL"
"4336","-103.4027943","20.6662652","2271388015","NULL"
"4337","-103.4026562","20.6662827","2271388016","NULL"
"4338","-103.4028587","20.6661334","2271388017","NULL"
"4339","-103.4022538","20.6665023","2271388018","NULL"
"4340","-103.4027581","20.6662915","2271388019","NULL"
"4341","-103.402864","20.6664634","2271388020","NULL"
"4342","-103.4028614","20.6663455","2271388021","NULL"
"4343","-103.4027822","20.6661924","2271388022","NULL"
"4344","-103.4048888","20.6658532","2271388023","NULL"
"4345","-103.4025998","20.6661083","2271388024","NULL"
"4346","-103.4026025","20.6663718","2271388025","NULL"
"4347","-103.402691","20.6663618","2271388026","NULL"
"4348","-103.4027877","20.6661534","2271388027","NULL"
"4349","-103.4029499","20.6659176","2271388028","NULL"
"4350","-103.4026846","20.6664861","2271388029","NULL"
"4351","-103.4027246","20.6661811","2271388030","NULL"
"4352","-103.3887757","20.6664529","2271390872","G21"
"4353","-103.4000128","20.6663078","2271390873","G20"
"4354","-103.3858546","20.742108","2272216647","Farmacias Guadalajara"
"4355","-103.3464227","20.7098403","2286351417","NULL"
"4356","-103.34667","20.7098716","2286351418","NULL"
"4357","-103.3975923","20.7713316","2286351588","NULL"
"4358","-103.4160658","20.6122408","2287615913","iFratelli"
"4359","-103.3117088","20.6521107","2294070097","Nacer Humano"
"4360","-103.41571","20.6111026","2296569167","Tacos de Camarón"
"4361","-103.4155656","20.6127284","2296569515","La Faena"
"4362","-103.4231038","20.6191121","2296572487","Banorte"
"4363","-103.4232175","20.6189787","2296572488","Laboratorios Julio"
"4364","-103.4231743","20.6190386","2296572489","RadioShack"
"4365","-103.3473114","20.6782397","2296577378","7-Eleven"
"4366","-103.3471573","20.6782874","2296577379","Gonvill"
"4367","-103.3479858","20.6750327","2296577531","McDonald's"
"4368","-103.3483954","20.6755225","2296577532","Burger King"
"4369","-103.3487321","20.6750081","2296577533","Sirloin Stockade"
"4370","-103.3482469","20.6772194","2296578978","Farmacia Guadalajara"
"4371","-103.3484909","20.6839675","2302708005","Ruta  637 Via Villa del Centinela"
"4372","-103.3427315","20.6809139","2302708006","Ruta 128  A"
"4373","-103.3453434","20.6844543","2302708007","Ruta 174 A"
"4374","-103.3490586","20.6808558","2302708009","Ruta 258 B"
"4375","-103.3489233","20.6786663","2302708012","Ruta 275 F"
"4376","-103.3483013","20.6818376","2302708020","Ruta 37 A"
"4377","-103.3417975","20.6798202","2302708024","Ruta 39 A via Base Aerea"
"4378","-103.341853","20.6813984","2302708027","Ruta 39 A via Periferico"
"4379","-103.3453783","20.6854163","2302708033","Ruta 605"
"4380","-103.336158","20.6750403","2302708034","Ruta 612 Via las Palmas"
"4381","-103.3491166","20.6817858","2302708035","Ruta 636 via Coronilla Sor Juana Ines"
"4382","-103.3476268","20.681938","2302708036","Ruta 636 via Hacienda de Valle"
"4383","-103.3371482","20.6753422","2302708038","Ruta 639"
"4384","-103.4013247","20.7369042","2310484673","NULL"
"4385","-103.4021889","20.737551","2310484676","NULL"
"4386","-103.4320474","20.6312658","2322248286","PEMEX"
"4387","-103.3873984","20.6744485","2325628059","La Minerva"
"4388","-103.3929866","20.6662607","2325628061","Escultura La Estampida"
"4389","-103.3699183","20.6791206","2325628062","Escultura de la Madre Patria"
"4390","-103.3436392","20.677151","2325628063","El Friso de los Fundadores"
"4391","-103.4329228","20.6793397","2338706676","Walmart"
"4392","-103.4326546","20.6805141","2338706677","Sam's Club"
"4393","-103.4284562","20.6824076","2338712284","Starbucks"
"4394","-103.4148528","20.6912836","2338713282","Starbucks"
"4395","-103.4154762","20.7227023","2338716851","Chedraui"
"4396","-103.4236912","20.6791148","2338719835","Santander"
"4397","-103.4002401","20.679481","2338724117","Walmart"
"4398","-103.4117072","20.7112712","2338724118","MacStore"
"4399","-103.387277","20.6982075","2338724119","HSBC"
"4400","-103.3849381","20.6915582","2338724120","Starbucks"
"4401","-103.3166532","20.6819253","2340839947","Sanatorio Fray Antonio de Segovia"
"4402","-103.3394424","20.6804825","2342413727","Morelos"
"4403","-103.4350751","20.748233","2344531870","Terraza Viveros del valle"
"4404","-103.4346684","20.749038","2344533834","NULL"
"4405","-103.4363277","20.7481553","2344536439","Area deJuegos 2"
"4406","-103.4349597","20.7481476","2344539394","Area de juegos 1"
"4407","-103.435126","20.748426","2344540000","Area de juegos 3"
"4408","-103.4244721","20.736301","2344543968","Esc. Sec. Mixta 42"
"4409","-103.4339835","20.7469814","2344543976","NULL"
"4410","-103.424338","20.7361429","2344563932","Secundaria General Mixta 42"
"4411","-103.3358888","20.6866576","2352520272","DEPOSITO DE VEHICULOS Y BIENES ASEGURADOS"
"4412","-103.3451025","20.6803443","2352520273","DIRECCION DE SUPERVISION A INSPECCION Y VIGILANCIA"
"4413","-103.3458974","20.6805402","2352520274","DIRECCION GENERAL DE CULTURA"
"4414","-103.3451055","20.681037","2352520275","DIRECCION GENERAL DE RECURSOS HUMANOS"
